movie_id,keywords
11302,"[{'id': 2020, 'name': 'revolution'}, {'id': 2339, 'name': 'political activism'}, {'id': 3090, 'name': 'loser'}]"
623,"[{'id': 642, 'name': 'robbery'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1332, 'name': 'cheating'}, {'id': 1786, 'name': 'heart attack'}, {'id': 10051, 'name': 'heist'}, {'id': 10909, 'name': 'lawyer'}, {'id': 18107, 'name': 'silencer'}, {'id': 33519, 'name': 'courtroom'}, {'id': 34061, 'name': 'american abroad'}, {'id': 34117, 'name': 'cult film'}, {'id': 156456, 'name': 'animal abuse'}, {'id': 159792, 'name': 'barrister'}, {'id': 159793, 'name': 'stuttering'}, {'id': 159801, 'name': 'weir'}, {'id': 159802, 'name': 'yelling'}, {'id': 159803, 'name': 'killing a dog'}, {'id': 159806, 'name': 'cutical scissors'}, {'id': 159809, 'name': 'run over by a steamroller'}, {'id': 159812, 'name': 'gag'}, {'id': 159815, 'name': 'excuse'}, {'id': 159817, 'name': 'barrel'}, {'id': 159818, 'name': 'zoophilia'}, {'id': 160362, 'name': 'screwball'}, {'id': 205598, 'name': 'stolen jewelry'}]"
583,"[{'id': 186, 'name': 'christianity'}, {'id': 255, 'name': 'male nudity'}, {'id': 835, 'name': 'jewry'}, {'id': 836, 'name': 'resistance'}, {'id': 1394, 'name': 'gladiator'}, {'id': 1405, 'name': 'roman empire'}, {'id': 1979, 'name': 'balcony'}, {'id': 2618, 'name': 'miracle'}, {'id': 2815, 'name': 'graffiti'}, {'id': 2974, 'name': 'jesus christ'}, {'id': 3440, 'name': 'doomed man'}, {'id': 3566, 'name': 'homily'}, {'id': 3569, 'name': 'latin'}, {'id': 3570, 'name': 'three kings'}, {'id': 3571, 'name': 'crucifixion'}, {'id': 3574, 'name': 'bethlehem'}, {'id': 3737, 'name': 'dying and death'}, {'id': 5066, 'name': 'stoning'}, {'id': 18126, 'name': 'sermon on the mount'}, {'id': 161817, 'name': 'monty python'}, {'id': 236316, 'name': 'anarchic comedy'}]"
12614,"[{'id': 2311, 'name': 'cabaret'}, {'id': 4344, 'name': 'musical'}, {'id': 172789, 'name': 'cross dresser'}]"
21711,"[{'id': 6078, 'name': 'politics'}]"
11575,"[{'id': 9253, 'name': 'slapstick'}, {'id': 159753, 'name': 'ensemble cast'}, {'id': 159953, 'name': 'automobile racing'}, {'id': 196401, 'name': 'cross country race'}, {'id': 205850, 'name': 'turn of the century'}]"
475,"[{'id': 502, 'name': 'ambush'}, {'id': 798, 'name': 'sheriff'}, {'id': 828, 'name': 'waitress'}, {'id': 947, 'name': 'prohibition'}, {'id': 1556, 'name': 'texas'}, {'id': 2492, 'name': 'bank robber'}, {'id': 2493, 'name': 'oklahoma'}, {'id': 2496, 'name': 'impotence'}, {'id': 5900, 'name': 'missouri'}, {'id': 5901, 'name': 'texas ranger'}, {'id': 158741, 'name': 'grave digger'}]"
11331,"[{'id': 658, 'name': 'sea'}, {'id': 701, 'name': 'cuba'}, {'id': 2422, 'name': 'mockery'}, {'id': 2763, 'name': 'human vs nature'}, {'id': 5420, 'name': 'fisherman'}]"
521,"[{'id': 212, 'name': 'london england'}, {'id': 596, 'name': 'adultery'}, {'id': 931, 'name': 'jealousy'}, {'id': 1328, 'name': 'secret'}, {'id': 1488, 'name': 'tennis'}, {'id': 1936, 'name': 'blackmail'}, {'id': 2620, 'name': 'evidence'}, {'id': 3344, 'name': 'letter'}, {'id': 6038, 'name': 'marriage'}, {'id': 9673, 'name': 'love'}, {'id': 9826, 'name': 'murder'}, {'id': 9937, 'name': 'suspense'}, {'id': 11020, 'name': 'classic'}, {'id': 13028, 'name': 'writer'}, {'id': 14536, 'name': 'crime'}, {'id': 14604, 'name': 'theft'}, {'id': 33364, 'name': 'visit'}, {'id': 34117, 'name': 'cult film'}, {'id': 162271, 'name': 'husband'}, {'id': 199050, 'name': 'player'}, {'id': 209714, 'name': '3d'}]"
21202,"[{'id': 4344, 'name': 'musical'}]"
88,"[{'id': 246, 'name': 'dancing'}, {'id': 572, 'name': 'sex'}, {'id': 612, 'name': 'hotel'}, {'id': 642, 'name': 'robbery'}, {'id': 1156, 'name': 'sister sister relationship'}, {'id': 1342, 'name': 'dancing master'}, {'id': 1343, 'name': 'mambo'}, {'id': 1346, 'name': 'dance performance'}, {'id': 5600, 'name': 'daughter'}, {'id': 5767, 'name': 'summer camp'}, {'id': 7879, 'name': 'secret love'}, {'id': 10791, 'name': 'teenage crush'}, {'id': 13005, 'name': 'doctor'}, {'id': 14514, 'name': 'class differences'}, {'id': 14751, 'name': 'youth'}, {'id': 33694, 'name': 'family holiday'}, {'id': 41260, 'name': 'sensuality'}, {'id': 173490, 'name': 'unwanted pregnancy'}, {'id': 200129, 'name': 'summer romance'}, {'id': 208591, 'name': 'abortion'}, {'id': 226861, 'name': 'catskill resort'}]"
500,"[{'id': 2052, 'name': 'traitor'}, {'id': 6099, 'name': 'jewelry'}, {'id': 6259, 'name': 'psychopath'}, {'id': 9727, 'name': 'thief'}, {'id': 10051, 'name': 'heist'}, {'id': 10085, 'name': 'betrayal'}, {'id': 10092, 'name': 'mystery'}, {'id': 10685, 'name': 'escape'}, {'id': 10726, 'name': 'gang'}, {'id': 11071, 'name': 'plan gone wrong'}, {'id': 157892, 'name': 'warehouse'}, {'id': 159753, 'name': 'ensemble cast'}, {'id': 170313, 'name': 'all male cast'}, {'id': 171826, 'name': 'told in flashback'}, {'id': 177438, 'name': 'heist gone wrong'}, {'id': 201058, 'name': 'foreshadowing'}, {'id': 207784, 'name': 'rendezvous'}, {'id': 224552, 'name': 'iconic'}, {'id': 233069, 'name': 'set in one room'}, {'id': 233072, 'name': 'uneasy alliance'}, {'id': 233073, 'name': 'rag tag group'}]"
792,"[{'id': 1505, 'name': 'famous score'}, {'id': 1701, 'name': 'hero'}, {'id': 1960, 'name': 'mine'}, {'id': 2957, 'name': 'vietnam war'}, {'id': 5331, 'name': 'village'}, {'id': 10292, 'name': 'gore'}, {'id': 10787, 'name': 'jungle'}, {'id': 11314, 'name': 'f word'}, {'id': 13065, 'name': 'soldier'}, {'id': 14643, 'name': 'battle'}, {'id': 18543, 'name': 'combat'}, {'id': 208992, 'name': '1960s'}]"
8491,"[{'id': 966, 'name': 'beach'}, {'id': 3045, 'name': 'mission of murder'}, {'id': 5306, 'name': 'boss'}, {'id': 5812, 'name': 'bad boss'}, {'id': 6095, 'name': 'house'}, {'id': 189421, 'name': 'female corpse'}]"
402,"[{'id': 246, 'name': 'dancing'}, {'id': 255, 'name': 'male nudity'}, {'id': 293, 'name': 'female nudity'}, {'id': 459, 'name': 'sexual obsession'}, {'id': 582, 'name': 'san francisco'}, {'id': 625, 'name': 'sadistic'}, {'id': 703, 'name': 'detective'}, {'id': 931, 'name': 'jealousy'}, {'id': 1419, 'name': 'gun'}, {'id': 1664, 'name': 'eroticism'}, {'id': 2250, 'name': 'menace'}, {'id': 2483, 'name': 'nudity'}, {'id': 2619, 'name': 'suspicion of murder'}, {'id': 2695, 'name': 'ex-lover'}, {'id': 3152, 'name': 'planned murder'}, {'id': 3170, 'name': 'cigarette'}, {'id': 3183, 'name': 'bisexuality'}, {'id': 3201, 'name': 'orgasm'}, {'id': 3303, 'name': 'bedroom'}, {'id': 3501, 'name': 'bed'}, {'id': 3508, 'name': 'underwear'}, {'id': 3737, 'name': 'dying and death'}, {'id': 3796, 'name': 'auto'}, {'id': 3851, 'name': 'dangerous'}, {'id': 4320, 'name': 'lover'}, {'id': 4378, 'name': 'striptease'}, {'id': 4426, 'name': 'sadism'}, {'id': 6149, 'name': 'police'}, {'id': 6259, 'name': 'psychopath'}, {'id': 9016, 'name': 'femme fatale'}, {'id': 9740, 'name': 'sociopath'}, {'id': 158713, 'name': 'bdsm'}, {'id': 207767, 'name': 'erotic thriller'}]"
10537,"[{'id': 458, 'name': 'hippie'}, {'id': 496, 'name': 'poetry'}, {'id': 572, 'name': 'sex'}, {'id': 578, 'name': 'rock and roll'}, {'id': 2483, 'name': 'nudity'}, {'id': 3298, 'name': 'hallucination'}, {'id': 3593, 'name': 'wilderness'}, {'id': 3800, 'name': 'airplane'}, {'id': 4344, 'name': 'musical'}, {'id': 4436, 'name': 'addicted'}, {'id': 4523, 'name': 'joint'}, {'id': 4572, 'name': 'organ'}, {'id': 5498, 'name': 'lsd'}, {'id': 5565, 'name': 'biography'}, {'id': 7464, 'name': 'alcoholism'}, {'id': 8903, 'name': 'the doors'}, {'id': 9844, 'name': 'car crash'}, {'id': 10229, 'name': 'singer'}, {'id': 14964, 'name': 'drug'}, {'id': 41591, 'name': 'music band'}, {'id': 187844, 'name': 'flashback'}, {'id': 226981, 'name': 'blood ritual'}]"
11386,"[{'id': 108, 'name': 'transvestism'}, {'id': 237, 'name': 'gay'}, {'id': 1562, 'name': 'hostage'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 7005, 'name': 'northern ireland'}, {'id': 10180, 'name': 'homosexuality'}, {'id': 10199, 'name': 'gay interest'}, {'id': 10791, 'name': 'teenage crush'}, {'id': 13065, 'name': 'soldier'}, {'id': 165259, 'name': 'political unrest'}]"
9504,"[{'id': 642, 'name': 'robbery'}, {'id': 1438, 'name': 'office'}, {'id': 1998, 'name': 'shop'}, {'id': 2918, 'name': 'estate agent'}, {'id': 6129, 'name': 'company'}, {'id': 11836, 'name': 'contest'}, {'id': 13001, 'name': 'cowardliness'}, {'id': 34117, 'name': 'cult film'}, {'id': 179867, 'name': 'real estate'}, {'id': 201885, 'name': 'pressure'}, {'id': 207268, 'name': 'neo-noir'}]"
15764,"[{'id': 242, 'name': 'new york'}, {'id': 1631, 'name': 'concentration camp'}, {'id': 1739, 'name': 'holocaust'}, {'id': 13028, 'name': 'writer'}]"
601,"[{'id': 455, 'name': 'farewell'}, {'id': 1007, 'name': 'homesickness'}, {'id': 1432, 'name': 'nasa'}, {'id': 1603, 'name': 'extraterrestrial technology'}, {'id': 1604, 'name': 'operation'}, {'id': 1826, 'name': 'space marine'}, {'id': 1872, 'name': 'loss of father'}, {'id': 2430, 'name': 'hiding place'}, {'id': 3197, 'name': 'riding a bicycle'}, {'id': 3243, 'name': 'flying saucer'}, {'id': 3246, 'name': 'prosecution'}, {'id': 3335, 'name': 'halloween'}, {'id': 4527, 'name': 'flowerpot'}, {'id': 5958, 'name': 'finger'}, {'id': 9457, 'name': 'single'}]"
67365,[]
25842,"[{'id': 65, 'name': 'holiday'}, {'id': 33966, 'name': 'scrooge'}, {'id': 180975, 'name': 'charles dickens'}]"
2119,"[{'id': 6315, 'name': 'stock-car-race'}, {'id': 6316, 'name': 'daytona'}, {'id': 9844, 'name': 'car crash'}]"
744,"[{'id': 725, 'name': 'lovesickness'}, {'id': 1014, 'name': 'loss of lover'}, {'id': 2533, 'name': 'fighter pilot'}, {'id': 2796, 'name': 'self-discovery'}, {'id': 3203, 'name': 'pilot'}, {'id': 3564, 'name': 'ejection seat'}, {'id': 3737, 'name': 'dying and death'}, {'id': 3776, 'name': 'officer'}, {'id': 3777, 'name': 'training camp'}, {'id': 3779, 'name': 'air force'}, {'id': 3800, 'name': 'airplane'}, {'id': 3851, 'name': 'dangerous'}, {'id': 3994, 'name': 'battle assignment'}, {'id': 4410, 'name': 'u.s. navy'}, {'id': 6062, 'name': 'hostility'}, {'id': 7879, 'name': 'secret love'}, {'id': 13001, 'name': 'cowardliness'}, {'id': 207414, 'name': 'pilot school'}]"
136311,"[{'id': 10332, 'name': 'salesman'}, {'id': 18034, 'name': 'desert'}]"
221,"[{'id': 30, 'name': 'individual'}, {'id': 526, 'name': 'rebel'}, {'id': 542, 'name': 'street gang'}, {'id': 830, 'name': 'car race'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 1001, 'name': 'underground world'}, {'id': 1002, 'name': 'authority'}, {'id': 6059, 'name': 'unsociability'}, {'id': 191349, 'name': 'teen rebel'}]"
702,"[{'id': 531, 'name': 'southern usa'}, {'id': 570, 'name': 'rape'}, {'id': 1156, 'name': 'sister sister relationship'}, {'id': 1565, 'name': 'loss of sense of reality'}, {'id': 2102, 'name': 'brother-in-law'}, {'id': 2320, 'name': 'violent husband'}, {'id': 2411, 'name': 'new orleans'}, {'id': 11209, 'name': 'middle aged woman'}, {'id': 12980, 'name': 'brother-in-law sister-in-law relationship'}, {'id': 157131, 'name': 'light bulb'}, {'id': 160945, 'name': 'expectant father'}, {'id': 210284, 'name': 'off screen rape'}]"
25750,"[{'id': 798, 'name': 'sheriff'}, {'id': 3752, 'name': 'night'}, {'id': 3875, 'name': 'barn'}, {'id': 9663, 'name': 'sequel'}, {'id': 10103, 'name': 'children'}, {'id': 11221, 'name': 'blood'}, {'id': 12339, 'name': 'slasher'}, {'id': 14819, 'name': 'violence'}, {'id': 18072, 'name': 'preacher'}, {'id': 41002, 'name': 'corn'}]"
17642,"[{'id': 4478, 'name': 'leopard'}]"
427043,[]
146341,[]
9305,"[{'id': 3126, 'name': 'ant'}, {'id': 4166, 'name': 'biotope'}, {'id': 5705, 'name': 'grasshopper'}, {'id': 187056, 'name': 'woman director'}]"
37616,"[{'id': 642, 'name': 'robbery'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 10183, 'name': 'independent film'}, {'id': 159660, 'name': 'armored truck'}, {'id': 208636, 'name': 'ashtray'}]"
11112,"[{'id': 3658, 'name': 'career'}, {'id': 4411, 'name': 'sexism'}, {'id': 4970, 'name': 'autonomy'}, {'id': 5628, 'name': 'broker'}, {'id': 5636, 'name': 'wall street'}, {'id': 9104, 'name': 'partner'}]"
21612,"[{'id': 236, 'name': 'suicide'}, {'id': 3303, 'name': 'bedroom'}, {'id': 4112, 'name': 'strike'}, {'id': 5571, 'name': 'great depression'}, {'id': 6346, 'name': 'trade union'}, {'id': 9826, 'name': 'murder'}, {'id': 10391, 'name': 'mafia'}, {'id': 13092, 'name': 'corpse'}, {'id': 14512, 'name': 'new york city'}, {'id': 14819, 'name': 'violence'}, {'id': 14831, 'name': 'stabbing'}, {'id': 41410, 'name': 'madness'}, {'id': 214548, 'name': '1930s'}]"
141210,[]
102461,[]
36998,"[{'id': 4573, 'name': 'down syndrome'}, {'id': 10267, 'name': 'comedy'}]"
200383,[]
116844,"[{'id': 33457, 'name': 'alcoholic'}, {'id': 40879, 'name': 'drunk'}]"
1630,"[{'id': 351, 'name': 'poison'}, {'id': 445, 'name': 'pornography'}, {'id': 460, 'name': 'free love'}, {'id': 740, 'name': 'aids'}, {'id': 1664, 'name': 'eroticism'}, {'id': 2426, 'name': 'group sex'}, {'id': 2564, 'name': 'wheelchair'}, {'id': 2829, 'name': 'last judgment'}, {'id': 3012, 'name': 'court case'}, {'id': 3441, 'name': 'sentence'}, {'id': 3800, 'name': 'airplane'}, {'id': 5651, 'name': 'baptism'}, {'id': 5653, 'name': 'vulgar'}, {'id': 33626, 'name': 'millionaire'}, {'id': 33785, 'name': 'drugs and addiction'}, {'id': 158558, 'name': 'disabled'}]"
26626,"[{'id': 567, 'name': 'alcohol'}, {'id': 572, 'name': 'sex'}, {'id': 2483, 'name': 'nudity'}, {'id': 2964, 'name': 'future'}, {'id': 3687, 'name': 'graduation'}, {'id': 4552, 'name': 'beer'}, {'id': 6149, 'name': 'police'}, {'id': 8508, 'name': 'party'}, {'id': 9713, 'name': 'friends'}, {'id': 10183, 'name': 'independent film'}, {'id': 10508, 'name': 'teacher'}, {'id': 12105, 'name': 'student'}, {'id': 40879, 'name': 'drunk'}, {'id': 156768, 'name': 'roller coaster'}, {'id': 204151, 'name': 'keg'}]"
124837,"[{'id': 15134, 'name': 'election'}]"
11816,"[{'id': 5153, 'name': 'son'}, {'id': 5600, 'name': 'daughter'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 33694, 'name': 'family holiday'}, {'id': 155294, 'name': 'family conflict'}]"
11843,"[{'id': 642, 'name': 'robbery'}, {'id': 1384, 'name': 'diamant'}, {'id': 2408, 'name': ""côte d'azur""}, {'id': 5439, 'name': 'inspector'}, {'id': 8775, 'name': 'panther'}]"
10379,"[{'id': 3321, 'name': 'childhood memory'}, {'id': 7942, 'name': 'imaginary friend'}]"
2756,"[{'id': 270, 'name': 'ocean'}, {'id': 658, 'name': 'sea'}, {'id': 2772, 'name': 'diving suit'}, {'id': 3243, 'name': 'flying saucer'}, {'id': 3312, 'name': 'nuclear missile'}, {'id': 4862, 'name': 'alien life-form'}, {'id': 6255, 'name': 'insanity'}, {'id': 10503, 'name': 'scuba diving'}, {'id': 14785, 'name': 'underwater'}, {'id': 155334, 'name': 'scuba'}, {'id': 162351, 'name': 'deepsea'}, {'id': 185477, 'name': 'trapped underwater\xa0'}, {'id': 233020, 'name': 'thalassophobia'}]"
790,"[{'id': 530, 'name': 'prophecy'}, {'id': 658, 'name': 'sea'}, {'id': 966, 'name': 'beach'}, {'id': 1321, 'name': 'gold'}, {'id': 1415, 'name': 'small town'}, {'id': 1829, 'name': 'beheading'}, {'id': 1938, 'name': 'sword'}, {'id': 2398, 'name': 'narration'}, {'id': 3002, 'name': 'fog'}, {'id': 3341, 'name': 'leprosy'}, {'id': 3799, 'name': 'ship'}, {'id': 4079, 'name': 'lighthouse'}, {'id': 14765, 'name': 'church'}]"
1103,"[{'id': 444, 'name': 'taxi'}, {'id': 542, 'name': 'street gang'}, {'id': 840, 'name': 'usa president'}, {'id': 1543, 'name': 'war veteran'}, {'id': 1562, 'name': 'hostage'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 2019, 'name': 'liberation of prisoners'}, {'id': 2095, 'name': 'anti hero'}, {'id': 3149, 'name': 'gangster boss'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4668, 'name': 'police operation'}, {'id': 5034, 'name': 'attempt to escape'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 217083, 'name': 'reluctant hero'}]"
11298,"[{'id': 4924, 'name': 'insane asylum'}, {'id': 12564, 'name': 'werewolf'}, {'id': 155818, 'name': 'newswoman'}]"
4480,"[{'id': 1649, 'name': 'provence'}, {'id': 2851, 'name': 'avarice'}, {'id': 4933, 'name': 'battle for power'}, {'id': 7199, 'name': 'source'}, {'id': 10226, 'name': 'neighbor'}]"
4481,"[{'id': 1649, 'name': 'provence'}, {'id': 1872, 'name': 'loss of father'}, {'id': 7199, 'name': 'source'}, {'id': 9748, 'name': 'revenge'}]"
49688,"[{'id': 185722, 'name': 'based on true events'}]"
10765,"[{'id': 90, 'name': 'paris'}, {'id': 2273, 'name': 'role of women'}]"
762,"[{'id': 113, 'name': 'holy grail'}, {'id': 345, 'name': 'monk'}, {'id': 770, 'name': 'scotland yard'}, {'id': 1400, 'name': 'swordplay'}, {'id': 3966, 'name': 'camelot'}, {'id': 3968, 'name': 'round table'}, {'id': 3969, 'name': 'chapter'}, {'id': 5160, 'name': 'aggression by animal'}, {'id': 10466, 'name': 'knight'}, {'id': 10982, 'name': 'king arthur'}, {'id': 11327, 'name': 'wedding reception'}, {'id': 11487, 'name': 'midnight movie'}, {'id': 161817, 'name': 'monty python'}, {'id': 177129, 'name': 'knights of the round table'}, {'id': 236316, 'name': 'anarchic comedy'}]"
44497,[]
85588,[]
278621,"[{'id': 10768, 'name': 'lesbian'}, {'id': 15136, 'name': 'female homosexuality'}, {'id': 188737, 'name': 'class reunion'}, {'id': 210026, 'name': 'college reunion'}]"
99479,"[{'id': 5565, 'name': 'biography'}]"
55049,"[{'id': 9730, 'name': 'crime boss'}, {'id': 12545, 'name': 'mansion'}]"
124829,[]
79306,"[{'id': 3522, 'name': 'snowboarding'}, {'id': 9935, 'name': 'travel'}, {'id': 159558, 'name': 'skiing'}]"
356054,[]
10548,"[{'id': 240, 'name': 'underdog'}, {'id': 2792, 'name': 'boxer'}, {'id': 6042, 'name': 'disrespect'}, {'id': 6075, 'name': 'sport'}, {'id': 8909, 'name': 'zaire'}, {'id': 9682, 'name': 'history'}, {'id': 12532, 'name': 'african american'}, {'id': 155391, 'name': 'muhammad ali'}, {'id': 155392, 'name': 'summit'}, {'id': 155393, 'name': 'sympathy'}, {'id': 155395, 'name': 'endurance'}, {'id': 159290, 'name': 'sports history'}, {'id': 209476, 'name': 'boxing'}]"
531,"[{'id': 642, 'name': 'robbery'}, {'id': 1436, 'name': 'inventor'}, {'id': 3028, 'name': 'penguin'}, {'id': 3029, 'name': 'telecontrol'}, {'id': 9887, 'name': 'surrealism'}, {'id': 10085, 'name': 'betrayal'}, {'id': 15009, 'name': 'criminal'}, {'id': 15162, 'name': 'dog'}, {'id': 155508, 'name': 'jewel heist'}, {'id': 197065, 'name': 'claymation'}, {'id': 210009, 'name': 'wallace & gromit'}, {'id': 212412, 'name': 'very little dialogue'}]"
104931,[]
4483,"[{'id': 254, 'name': 'france'}, {'id': 851, 'name': 'dual identity'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 1308, 'name': 'secret identity'}, {'id': 2547, 'name': 'new identity'}, {'id': 5565, 'name': 'biography'}, {'id': 41406, 'name': 'middle ages'}]"
18919,"[{'id': 490, 'name': 'philosophy'}, {'id': 634, 'name': 'soul'}, {'id': 2343, 'name': 'magic'}, {'id': 3530, 'name': 'prague'}, {'id': 6300, 'name': 'puppet'}, {'id': 9887, 'name': 'surrealism'}, {'id': 10183, 'name': 'independent film'}, {'id': 14531, 'name': 'play'}, {'id': 14999, 'name': 'devil'}, {'id': 33401, 'name': 'master'}, {'id': 33783, 'name': 'dark'}, {'id': 156174, 'name': 'occult'}, {'id': 158690, 'name': 'clay'}, {'id': 163110, 'name': 'theater'}, {'id': 202682, 'name': 'lured'}]"
31556,[]
26167,"[{'id': 378, 'name': 'prison'}, {'id': 9748, 'name': 'revenge'}, {'id': 13142, 'name': 'gangster'}, {'id': 195402, 'name': 'film noir'}]"
26174,"[{'id': 1568, 'name': 'undercover'}, {'id': 10890, 'name': 'treasury department'}, {'id': 155436, 'name': 'classic noir'}, {'id': 195402, 'name': 'film noir'}]"
61461,"[{'id': 6139, 'name': 'innocence'}]"
117500,[]
218713,[]
217802,[]
127973,"[{'id': 163072, 'name': 'embezzlement'}, {'id': 188717, 'name': 'cross country trip'}]"
659,"[{'id': 74, 'name': 'germany'}, {'id': 236, 'name': 'suicide'}, {'id': 291, 'name': 'circus'}, {'id': 596, 'name': 'adultery'}, {'id': 1525, 'name': 'puberty'}, {'id': 1813, 'name': 'toxication'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2087, 'name': 'lolita'}, {'id': 2587, 'name': 'married couple'}, {'id': 2652, 'name': 'nazis'}, {'id': 2783, 'name': ""family's daily life""}, {'id': 3321, 'name': 'childhood memory'}, {'id': 3406, 'name': 'fall from staircase'}, {'id': 3407, 'name': 'suffocation'}, {'id': 3409, 'name': 'gdansk'}, {'id': 3410, 'name': 'kaschubia'}, {'id': 3568, 'name': 'lone wolf'}, {'id': 10183, 'name': 'independent film'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 156195, 'name': 'family feud'}, {'id': 193008, 'name': 'red army'}, {'id': 209966, 'name': 'new german cinema'}]"
30892,"[{'id': 1025, 'name': 'great britain'}, {'id': 1610, 'name': 'country estate'}, {'id': 2884, 'name': 'asylum'}, {'id': 2974, 'name': 'jesus christ'}, {'id': 6262, 'name': 'delusion'}, {'id': 156479, 'name': 'inheritance fight'}]"
86369,"[{'id': 10267, 'name': 'comedy'}]"
8074,"[{'id': 2957, 'name': 'vietnam war'}, {'id': 10183, 'name': 'independent film'}, {'id': 155167, 'name': 'cult director'}, {'id': 180751, 'name': 'nursery'}, {'id': 180754, 'name': 'film-essay'}, {'id': 180756, 'name': 'quotation'}]"
124676,"[{'id': 187056, 'name': 'woman director'}]"
38554,"[{'id': 3202, 'name': 'con man'}, {'id': 3344, 'name': 'letter'}, {'id': 9649, 'name': 'god'}, {'id': 10594, 'name': 'money'}]"
49763,"[{'id': 12564, 'name': 'werewolf'}, {'id': 15162, 'name': 'dog'}, {'id': 179101, 'name': 'norse mythology'}, {'id': 223059, 'name': 'animal horror'}, {'id': 228001, 'name': 'lycanthrope'}]"
41326,"[{'id': 187056, 'name': 'woman director'}]"
36555,[]
10608,"[{'id': 1399, 'name': 'senate'}, {'id': 6085, 'name': 'election campaign'}, {'id': 6382, 'name': 'folk music'}, {'id': 11800, 'name': 'mockumentary'}, {'id': 18075, 'name': 'political campaign'}, {'id': 160517, 'name': 'fake documentary'}, {'id': 162339, 'name': 'media manipulation'}, {'id': 169086, 'name': 'political satire'}, {'id': 180724, 'name': 'hidden truth'}, {'id': 191600, 'name': 'assassination attempt'}]"
11216,"[{'id': 629, 'name': 'sicily'}, {'id': 1388, 'name': 'cinema'}, {'id': 2793, 'name': 'film director'}, {'id': 5091, 'name': 'kiss'}, {'id': 10683, 'name': 'coming of age'}, {'id': 157499, 'name': 'mother son relationship'}, {'id': 173719, 'name': 'haunted by the past'}, {'id': 179428, 'name': 'censorship'}, {'id': 185352, 'name': 'movie theatre'}, {'id': 187844, 'name': 'flashback'}]"
7452,"[{'id': 1650, 'name': 'cook'}, {'id': 1918, 'name': 'cooking'}, {'id': 1946, 'name': 'restaurant'}, {'id': 9730, 'name': 'crime boss'}]"
64567,[]
892,"[{'id': 1252, 'name': 'suicide attempt'}, {'id': 1353, 'name': 'underground'}, {'id': 3152, 'name': 'planned murder'}, {'id': 3199, 'name': 'clown'}, {'id': 4452, 'name': 'butcher'}, {'id': 4457, 'name': ""butcher's shop""}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 4459, 'name': 'vegetarian'}, {'id': 4460, 'name': 'terror cell'}, {'id': 4565, 'name': 'dystopia'}]"
1600,"[{'id': 2446, 'name': 'krakow'}, {'id': 2690, 'name': 'heart disease'}, {'id': 3864, 'name': 'false identity'}, {'id': 4653, 'name': 'french'}, {'id': 6027, 'name': 'music'}, {'id': 6300, 'name': 'puppet'}, {'id': 10183, 'name': 'independent film'}, {'id': 21747, 'name': 'poland'}, {'id': 161891, 'name': 'doppelganger'}, {'id': 172442, 'name': 'parallel lives'}, {'id': 212914, 'name': 'warsaw'}]"
26561,"[{'id': 131, 'name': 'italy'}, {'id': 818, 'name': 'based on novel'}, {'id': 5248, 'name': 'female friendship'}, {'id': 6876, 'name': 'vacation'}, {'id': 190084, 'name': 'chance encounter'}]"
975,"[{'id': 74, 'name': 'germany'}, {'id': 254, 'name': 'france'}, {'id': 1402, 'name': 'general'}, {'id': 1627, 'name': 'patriotism'}, {'id': 2504, 'name': 'world war i'}, {'id': 4528, 'name': 'song'}, {'id': 6092, 'name': 'army'}, {'id': 7956, 'name': 'cowardice'}, {'id': 13065, 'name': 'soldier'}, {'id': 34117, 'name': 'cult film'}]"
18129,"[{'id': 3202, 'name': 'con man'}, {'id': 5552, 'name': 'train ride'}, {'id': 9937, 'name': 'suspense'}, {'id': 10453, 'name': 'con artist'}, {'id': 155544, 'name': 'horse track'}, {'id': 159607, 'name': 'grifter'}, {'id': 203139, 'name': 'estafa'}, {'id': 207268, 'name': 'neo-noir'}]"
54405,"[{'id': 10183, 'name': 'independent film'}]"
150823,"[{'id': 549, 'name': 'prostitute'}, {'id': 1415, 'name': 'small town'}, {'id': 185461, 'name': 'bar shootout'}]"
