id,name
86084,"Virgin Schallplatten"
965,"TAFT Entertainment Pictures"
6177,"Sunn Classic Pictures"
2159,"Hal Roach Studios"
5093,"Cinema Group"
6562,"Planet Productions"
12591,"Angeles Entertainment Group"
12592,"Inverness Productions"
52197,Gatlin
6422,"Sullivan Bluth Studios"
2519,DeBart
2813,"Forensic Films"
40126,"Toast Films"
1683,"Andell Entertainment"
40263,"Blue Guitar Films"
16914,"Famous Players Limited"
25762,"Selta Films"
25765,"International Cinema Corporation (ICC)"
25766,Cine-Neighbor
7447,Personafilm
17085,"Filmédis"
26239,"Suede Film"
1684,"Chenault Productions"
12943,"APJAC Productions"
22745,"Jerry Lewis Enterprises"
18170,"Sagittarius Productions"
5016,"Nepenthe Productions"
47264,"Watership Productions"
32178,Aurora
90400,"Mrs. Brisby Ltd."
90512,"Don Bluth Productions"
10215,"Legend Production Company"
22297,Jonesfilm
69888,"The Jozak Company"
69889,Decade
22284,"CAT Films"
22285,"Mimosa Films"
6313,"Weintraub Entertainment Group"
23267,"Elrina Investment"
11506,"Maljack Productions"
10324,"William Castle Productions"
1256,"Producers Sales Organization"
33772,"Bavaria Studios"
989,"Four Square Productions"
55994,Tetragram
421,"Amen Ra Films"
11321,"Imaginary Forces"
19551,"Marvel Enterprises"
4959,"Pathé Films"
14591,Arenafilm
29115,"John Maynard Productions"
4354,"Geffen Company, The"
27584,"Rainbow Film Company, The"
40955,"Revere Entertainment"
40956,"Jagtoria Films"
1554,"Transatlantic Pictures"
1811,FilmColony
61337,Dollface
41680,"Bill Plympton Studios"
147,"Fidélité Productions"
1123,"Local Films"
20743,"Imagine Films Entertainment"
21848,"Knock Films A.V.V."
21849,"Val D'Oro Entertainment"
8116,"Wind Dancer Productions"
62,"The Selznik Studio"
614,"Vanguard Films"
4005,"Skirball Productions"
14701,"Mayflower Pictures Corporation"
1221,"Gainsborough Pictures"
51816,"British International Pictures (BIP)"
1222,"Carlyle Blackwell Productions"
29577,"Münchner Lichtspielkunst"
1566,"Spanky Pictures"
21953,"Feature Film Project"
22207,"Cube Libre"
22208,"Harold Greenberg Fund"
22209,"Odeon Films"
22210,"Ontario Film Development Corporation"
22211,"Viacom Canada"
7070,"Davis Entertainment Classics"
7856,"Digging to China LLC"
21085,"Ministry of Film, The"
3631,Filmax
11601,"Silver Lion Films"
55465,"Televisa S.A. de C.V."
55776,"Arco Films S.L"
55777,"Hool/Macdonald Productions"
55778,"Producciones San Patricia"
15868,"Medusa Distribuzione"
1702,"Medusa Produzione"
2124,"Melvin Simon Productions"
8829,"Market Street Productions"
5263,"Amercent Films"
5264,"American Entertainment Partners L.P."
1072,"Mysterious Arts"
13671,"ABC Motion Pictures"
7585,"Delphi II Productions"
556,Sherwood
1174,"Delphi V Productions"
44425,"ML Delphi Premier Productions"
9265,"Applied Action"
903,"David Brown Productions"
475,"JD Productions"
21144,"Movieco Australia"
29489,"Sideshow Pictures"
2347,"FGM Entertainment"
333,"Original Film"
23861,"IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG"
40002,"Fade In Films"
3901,"Phoenician Films"
6996,Apostle
40759,"Filmline International"
2141,"Kaleidoscope Entertainment"
38210,"Kaleidoscope Productions"
3067,"Memorial Enterprises"
1431,"Playboy Enterprises"
251,"Avenue Pictures Productions"
925,"Nu Image Films"
10254,"Millennium Films"
40244,"Tidewater Pictures Inc."
520,"Pacific Data Images (PDI)"
521,"DreamWorks Animation"
2822,"SNL Studios"
56396,"Snider Than Thou Productions Inc."
18149,"Prometheus Film Productions Ltd"
419,"Embassy Pictures Corporation"
89303,"Palo Vista Productions"
89304,"Peter V. Miller Investment Corp."
18742,"ABC Entertainment"
2373,"Patriot Pictures"
38609,"Holly Hill Productions"
3391,"Österreichischer Rundfunk (ORF)"
3298,"Harpo Films"
5550,"Midwinter Productions Inc."
1163,"Larger Than Life Productions"
52758,"Charter Films Inc."
370,"Melampo Cinematografica"
2517,"Avenging Conscience"
10146,"Focus Features"
10697,"Laurel Productions"
14555,"Darkside Movie"
23893,"Film Office"
23894,"Spooky Tooth Productions"
23895,"Storm King Productions"
924,"The Turman-Morrissey Company"
13495,"Flashpoint (I)"
13769,"Lynda Obst Productions"
20634,"Bedford Falls Company, The"
279,"Single Cell Pictures"
136,"City Light Films"
1899,"Radio Teléfis Éireann"
3981,"Terminal City Pictures"
1444,"Cannon Group"
13549,"Golan-Globus Productions"
14227,"Northbrook Films"
36638,"Fadsin Cinema Associates"
6781,"Initial Pictures"
20657,"U.K. Productions Entity"
79209,"No Such Productions"
59150,Klasky-Csupo
21717,"Magnolia Productions"
394,Videofilms
395,Riofilm
7380,"Initial Entertainment Group (IEG)"
156,"Nordic Film"
11672,"Nimbus Film Productions"
407,"Dreamland Productions"
17100,"Screen Classics (II)"
622,"Toho Film (Eiga) Co. Ltd."
46976,"RKO General Pictures"
32336,"Christel Films"
8818,"Vincent Pictures"
3418,"Famous Films (II)"
1445,Golan-Globus
21896,Easedram
69583,"Police Academy Productions"
38085,"VBT Productions"
38086,"Ballpark Productions Partnership"
10619,"Azoff Entertainment"
22351,"The Canton Company"
12958,"Calash Corporation"
3470,"Stone Group Pictures"
81127,"El Corazon Producciones S.A."
3089,"Paper Clip Productions"
3267,"Atlantic Entertainment Group"
4267,"Delphi Films"
57092,"Weintraub International Group"
3201,"Merlin Films"
3230,"J & M"
5267,"Irish Film Board"
23660,Geisler-Roberdeau
1281,"Argosy Pictures"
369,"Bungalow 78 Productions"
10231,Farrell/Minoff
10102,Cattleya
10378,Cineritmo
10379,"Film and General Productions"
23708,"capitol international"
93549,"Dove International"
10202,"Columbia TriStar Home Entertainment"
40336,"Chinese Bookie Pictures"
532,Morpheus
7339,"Hyperion Pictures"
4189,"Scala Films"
53493,"Topps Chewing Gum"
4535,"Vista Organization"
10165,"New Century Entertainment Corporation"
4109,"Vision PDG"
1887,"Lorimar Motion Pictures"
1175,Frostbacks
1197,Vortex
4110,"Cannon Films"
33306,"Nicolas Entertainment"
17479,"Ultra Muchos Productions"
8792,"Pan Arts"
43687,Layton
22490,"Cote Blanche Productions"
7110,"Les Films Ariane"
45693,Cristaldifilm
15081,"Rimfire Films"
514,"Silver Screen Partners"
11742,"Jay Weston Productions"
7680,"Tornasol Films"
8369,"Alta Films"
27013,"Road Movies Vierte Produktionen"
27014,"Scottish Arts Council Lottery Fund"
821,"The Greenlight Fund"
1045,"Marmot Tandy Productions"
28040,"Iberoamericana Films Produccion"
40966,"Dirt Road Productions"
40967,"King City"
40968,"Exile Films"
47818,"Anglo-Amalgamated Productions"
62072,"Polar Entertainment Corporation"
3805,"Ken Lipper/June Beallor Production"
3806,"Shoah Foundation"
3807,"Survivors of the Shoah Visual History Foundation"
2329,"Krátký Film Praha"
2330,"Ceskoslovenský Filmexport"
8171,"Institut National de l'Audiovisuel (INA)"
25960,"Les Films Armorial"
17887,"Midnight Sun Pictures"
788,"Bel Air Entertainment"
18093,"Tiger Productions"
3058,"Crossroads Films"
67035,"Kramer-Tornell Productions"
7458,"Cubicle Inc."
1685,Hofflund/Polone
9269,"Global Entertainment Productions GmbH & Company Medien KG"
44460,"Underdog Productions"
16647,"CineSon Entertainment"
18339,E-K-Corporation
3264,"Columbus Circle Films"
4415,"Corn Cobb Productions"
15342,"Fifth Avenue Entertainment"
4416,"Park Avenue Productions"
1830,"Ross Hunter Productions Inc."
48543,"United Films"
5418,"Alligator Inc"
2379,"Palladium Productions"
33304,"Meteor Joint Venture"
22542,"Apjac International"
12277,"The Filmakers Group"
505,"Cruel Productions"
13419,"SKA Films"
2065,"Scout Productions"
65449,"Prosperity Electric"
11773,"Artémis Productions"
44822,"Bel Age Distribution"
2229,"Red Bank Films"
19944,"Carousel Picture Company, The"
24039,"No Prisoners Productions"
24041,"Origin Systems Inc."
80469,"American Entertainment Investors"
89308,"Wing Commander Productions"
89309,"Digital Anvil"
47396,"Mantle Clinic II"
23843,"Lawrence P. Bachmann Productions"
4077,"Crystal Sky Worldwide"
4078,Triumph
1157,"Les Cinémas de la Zone"
1158,"Love Streams Productions"
688,"Rankin/Bass Productions"
4107,"NEST Family Entertainment"
2979,"ETIC Films"
7364,"Heyday Films"
25820,"Engulf & Devour Productions Inc."
41917,"Euro Video"
25087,"Arnon Milchan Productions"
372,"Groucho II Film Partnership"
13158,"Punch 21 Productions"
1757,"Mad Chance"
1783,"Jaret Entertainment"
40451,"Adela Pictures"
2232,"Cherry Alley Productions"
11943,"Filmanía S.L."
30225,"Blue Horizon Productions"
9996,Syncopy
13028,"Next Wave Films"
19813,"Flower Films (II)"
21241,"Bushwood Pictures"
21242,"Never Been Kissed Productions"
71988,"Hong Kong Film Directors Guild"
71989,"Dimension Films (US version)"
22289,"Moonstone Entertainment"
41048,"Elysian Dreams"
41049,Kudzu
40648,"Shooting Star Pictures"
15469,Sogetel
23036,"C.E.O. Films"
23038,"Laguna Entertainment"
1218,"The Film Consortium"
38781,"L Films"
11465,"Noram Entertainment"
7042,"IRIS Films"
778,"Las Producciones del Escorpion"
779,"Lucky Red"
588,"Mitteldeutscher Rundfunk (MDR)"
6476,"Canal+ Polska"
13869,"Apple Film Productions"
87894,"Broadcast AV"
87895,TVP1
1088,"Alcon Entertainment"
17422,"Dogstar Films"
81141,"3 Miles Apart Productions Ltd."
2570,"Bona Fide Productions"
804,"Natural Nylon Entertainment"
805,"Serendipity Point Films"
807,"The Harold Greenberg Fund"
808,"The Movie Network"
809,"Union Générale Cinématographique"
20170,"Canadian Television Fund"
598,"Team Todd"
547,"Open City Films"
90093,"Winslow Partners Ltd."
16274,"Thomas Coleman and Michael Rosenblatt Productions"
16275,"Film Development Fund"
4527,"Concorde Pictures"
11136,"Trinity Pictures"
13674,"Working Dog"
13675,"Village Roadshow Entertainment"
40999,"Hummingbird Communications"
1141,"Engine Films"
12423,"Sputnik Productions"
12424,"TV Man Union"
32841,"Win's Entertainment Ltd."
40769,"Sanford/Pillsbury Productions"
1677,Mediaset
40768,"Navert Film"
40757,"Rain film"
2503,"Kamera Film Unit"
1314,"Hammer Film Productions"
87008,"Universal Pictures Co. Inc."
51861,"Dovemead Films"
51862,"Film Export A.G."
51903,"Cantharus Productions"
6231,"London-Cannon Films"
16593,Hemdale
84526,"Cinema '84/Greenberg Brothers Partnership"
57825,"Colonial Productions"
13987,"Winchester Pictures Corporation"
3458,"Clover Productions"
4697,"Sunset Productions"
429,"DC Comics"
3077,"Melville Productions"
14269,"Hill-Hecht-Lancaster Productions"
82943,"Jeffrey Pictures Corp."
282,"Bookshop Productions"
283,"Notting Hill Pictures"
255,"Paradis Films"
317,"Istituto Luce"
7254,"Greek Film Center"
10769,"Greek Television ET-1"
30389,"Intermédias"
33152,"Theo Angelopoulos Films"
33155,Classic
40996,CLT
40997,Escima
158,"Spyglass Entertainment"
15460,"Ignite Entertainment"
15461,"HSX Films"
8068,"Mindfire Entertainment"
78324,"Triad Studios"
17048,"Counterclock Productions"
21409,"MFP Munich Film Partners GmbH & Company I. Produktions KG"
38005,"Neufeld Rehme Productions"
27597,"Sciarlò"
1972,"X-Filme Creative Pool"
2816,"Axiom Films"
2817,"Globe Films"
2818,"SBS Independent"
2819,"Screen Partners Ltd."
884,"TPS Cinéma"
11037,EFVE
2104,"Tangled Web Productions"
1538,"Comedy Central"
7480,"Comedy Central Films"
45852,"Comedy Partners"
2507,"Todman, Simon, LeMasters Productions"
57088,"Sonnenfeld Josephson Worldwide Entertainment"
461,"Les Films Christian Fechner"
3169,"Zide-Perry Productions"
3287,"Screen Gems"
22512,"Arlington Road Productions Corporation"
22513,"Gorai / Samuelson Productions"
22514,"Samuelson Productions"
1666,"Rhône-Alpes Cinéma"
15160,"Haxan Films"
20043,"Hudson Film"
194,"Hobby Films"
195,"Pole Star"
67109,"Rocking Chair Productions"
689,"Ventanarosa Productions"
20873,"Columbia TriStar Home Video"
80578,"Dan Lupovitz Productions"
47565,"Black Rhino Productions"
596,"KC Medien AG"
20477,"DiC Entertainment"
28438,"Riche-Ludwig Productions"
28439,"Groucho III Film Partnership"
52795,"Harris-Kubrick Productions"
4323,"Minotaur Productions"
516,"Seven Arts Productions"
517,"Allied Artists"
518,"Transworld Pictures"
10897,"Sédif Productions"
22657,"Sédif Productions (as S.E.D.I.F.)"
544,"De Laurentiis"
62343,"Crimes of the Heart S.A"
34505,"Kindred Limited Partnership"
1523,"Ciné Valse"
1525,"Philippe Dussart S.a.r.l."
8866,"Cinétudes Films"
13221,"Kingsmere Productions Ltd."
2956,"The Geffen Company"
34281,"Santa Clara Productions"
898,"Lorimar Productions"
8310,"American Filmworks"
23792,"Scary Stuff"
8263,"EMI Films"
21590,"Pressman Productions"
2785,"Warner Bros. Animation"
17032,"Barry Mendel Productions"
597,"Irish Dreamtime"
599,"Solar Productions"
16749,Simkoe
2152,"GreeneStreet Films"
11955,Sogepaq
13367,CDI
376,"Industry Entertainment"
3334,"Adam Fields Productions"
81140,"Two Girls Productions"
3242,"Base 12 Productions"
90195,"Corrupter Production Service Ltd."
90196,"Takoma Entertainment"
90197,"KISS Nation"
11572,CITY-TV
53186,"Government of British Columbia Film Incentive BC Program"
2815,"Head On Productions"
31062,"Ritz-Carlton Pictures"
4820,"Alta Vista Productions"
13862,"Alta Vista Film Production"
8313,"Playboy Productions"
12978,"Kettledrum Films"
10895,"Cometstone Pictures"
21451,"American Entertainment Partners II L.P."
39711,"Dalton Films"
1312,"The Mount Company"
67709,"Cinema City Films"
10757,"Christmas Tree Films"
12968,"Baumgarten-Prophet Entertainment"
959,"IndieProd Company Productions"
4288,Madhouse
22817,"Rex Entertainment"
4380,"Suntaur Entertainment Company"
20938,"Liberty Pictures"
10879,"Tom Ward Enterprises"
6762,"Decla-Bioscop AG"
44382,"Decla-Film-Gesellschaft Holz & Co."
10901,"Ministère de la Culture"
31157,"Canal (II)"
36746,Vans
57301,"Mine Film"
76880,"Stefi S.A."
83478,"Gradski Kina"
83479,"Ticket Productions"
6542,Pricel
2079,Banshee
8014,"Eagle Beach Productions"
792,"Radio Télévision Belge Francophone"
5006,"Exposed Film Productions AS"
5404,"Norsk Rikskringkasting (NRK)"
11694,"Ministère de la Culture de la Republique Française"
19136,"La Sept ARTE"
26890,"Douri Films"
84496,"Ciné Libre"
88165,ACCI
88166,"38 Productions"
91526,"Fida Attieh Productions"
5821,"BAC Films"
3341,"Fuji Television Network"
92340,Caldix
6114,"Harristown Funding"
4283,"Camera 2 Productions"
4284,"Century Films"
3797,"Apple Corps"
16915,"King Features Production"
2721,"Jinks/Cohen Company"
5479,"Talking Heads"
15806,"Arnold Stiefel Company"
12872,"Penthouse Films International"
12873,"Felix Cinematorgrafica"
413,"Proscenium Films"
3462,"Walter Shenson Films"
13962,Innovisions
7401,"Delphi IV Productions"
7402,"Vistar Films"
3468,"Hal Wallis Productions"
43995,"Nancy Enterprises Inc. (I)"
12282,"Elmer Enterprises"
4724,"BLT Productions"
18329,"Media Home Entertainment"
5061,"Children's Television Workshop"
81132,"Grand March Productions"
81133,"Amy Robinson Productions"
23689,"Village-A.M. Partnership"
23690,"Coast Ridge"
23691,"Junger Witt Productions"
16833,"Marked Entertainment"
1438,"Quadra Entertainment"
44406,"Rai 1"
93143,"Societa Investimenti Milanese (S.I.M.)"
93144,"Vides Produzione"
40490,"George A. Romero Productions"
8302,"Fleischer Studios"
22540,"New Breed Productions"
16838,Oak
13914,"Feature Productions"
54,"The Independent Film Channel Productions"
307,"IFC Films"
11351,"Hart-Sharp Entertainment"
35442,"Radio Televisión Española (RTVE)"
3919,"Earthbound Human Productions Inc."
67883,"Absolute Entertainment (II)"
67884,Cockamamie
67885,Heckerling-Caplan
80461,"Carolco International N.V."
643,"Société Nouvelle Pathé Cinéma"
13433,"Seasonal Film Corporation"
819,"Mars Films"
1627,"Maran Film"
2886,Cineguild
553,"Barclays Mercantile Industrial Finance"
44485,"JRS Productions"
3719,"Ljubavny Film"
44449,"Kinema Sarajevo"
49255,"Televizija Sarajevo"
753,"Nouvelles Éditions de Films (NEF)"
16918,Cinequanon
80256,"Transeuropa S.A. Cinematografica"
89188,"Magna Theatre Corporation"
89189,"South Pacific Enterprises"
89190,"Rodgers & Hammerstein Productions"
354,"Orly Films"
1179,"Ciné Cinq"
1180,"La Générale d'Images"
12965,"Investimage 3"
84953,"Club des Investissments"
84954,"Sofica Sofinergie"
79298,MKH
14222,Skyewiay
6095,Subafilms
10761,Danjaq
10481,"Jolly Film"
19498,"Ocean Films"
2321,"Green Parrot"
7250,"Trinity Filmed Entertainment"
14646,"Pickford Corporation"
38147,"Red-horse Native"
54050,"Linson Films"
54052,"Knickerbocker Films"
13819,"Lower East Side Films"
17813,"49th Parallel Productions"
65561,"Forensic/291 Films"
25679,"Independent Pictures"
4897,"Code Productions"
637,"The Picture Factory"
59423,"The Straight Story, Inc"
843,"Werner Herzog Filmproduktion"
8765,"Wildlife Films Peru"
10869,"Filmverlag der Autoren"
4582,"Xi'an Film Studio"
769,"Destination Films"
4434,"Green Moon Productions"
20979,"Colomby/Keaton Productions"
16252,"id films"
16253,"leo films"
4597,"Goodtimes Enterprises"
1802,"Lowndes Productions Limited"
14376,"Steven S.A."
2403,"Monterey Films"
13723,"Bruce Brown Films"
1786,"Dark Castle Entertainment"
1600,"Craven-Maddalena Films"
85721,"Fox Entertainment Group"
4214,"Jubilee Pictures Corporation"
91425,"Sun-Telegram Pictures"
10342,"Studio Ghibli"
12516,Nibariki
20192,"Nippon Television Network (NTV)"
4131,"Ignite Entertainment"
30393,"Suburbans LLC"
2473,"Bayrischer Rundfunk"
2474,"Cafe Productions"
2475,"Zephir Film"
5975,"Yleisradio (YLE)"
8857,"Independent Film Channel (IFC)"
872,"George Street Pictures"
873,"The Lloyd Segan Company"
8758,"Kaitz Productions"
8759,"Mann/Roth Productions"
62136,"Civilian Pictures"
62137,"Bluemark Productions"
62138,"C-Hundred Film Corporation"
3141,Cineplex
189,"ARP Sélection"
29363,"Palomar Pictures (I)"
12190,"Buster Keaton Productions"
4065,"Wild Street Pictures"
18205,"Richard Pryor Productions"
14179,"Creepshow Films Inc."
14180,"Laurel Entertainment Inc."
1212,"Empire Pictures"
13913,"Joseph M. Schenck Productions"
21540,"Mary Pickford Company"
42001,"American Artists"
3986,"Martin Poll Productions"
3987,"The Production Company"
19972,"Walter Seltzer Productions"
617,"Brooksfilms Ltd."
999,"Belstar Productions"
3070,"Cinema Center Films"
5603,"Stockbridge-Hiller Productions"
4299,"Newtown Productions"
11142,"Cinema Group Ventures"
6262,"Space Productions"
6270,"Cinépix"
37255,Dalco
6644,"Lions Gate"
3035,"4 Kids Entertainment"
5261,"Shogakukan Production"
7967,"Media Factory"
12307,Creatures
13070,Tomy
66289,"Oriental Light and Magic (OLM)"
76467,"GAME FREAK"
76468,"Pikachu Project '98"
76469,"JR Kikaku"
24724,"Marquis Films Ltd"
2289,"Abandon Pictures"
52648,"Paddy Wagon Productions"
4395,"Monogram Pictures"
20778,"First Film Company"
81128,"Dirty Hands Productions"
13630,"Darryl F. Zanuck Productions"
12443,"Newman-Foreman Company"
8791,"Sherwood Productions"
67823,"Star Partners"
1138,"Filmways Pictures"
32951,"Venice Productions"
12273,"Sanford Productions (III)"
1361,"Compton Films"
1754,"Tekli British Productions"
1167,"Phalanx Productions"
14719,"Baltimore Spring Creek Pictures"
931,"HAL Films"
93591,"Mirco & Slavco - First Partizan Production"
551,"Mandalay Pictures"
23310,"Karol Film Productions"
8139,"Copacetic Pictures"
7996,"Films A.B.C."
51320,"Les Films du Yaka"
51321,"Les Films Aleriaz"
1875,"Produzioni De Sica"
9210,"Film Four International"
67713,"Parkes/Lasker productions"
11262,"Imagine Films Entertainment"
1920,"Nuova Linea Cinematografica"
13719,"Coronado Productions"
2807,"India Take One Productions"
29072,Cineventa
1234,"Réalisation d'Art Cinématographique"
5409,"Bing Crosby Productions"
21858,"Richmond Light Horse Productions"
21859,"Varius Entertainment Trading A.G."
4213,"Sol Lesser Productions"
6090,"Selmur Productions"
1823,"Arwin Productions"
4402,Euterpe
76900,"Reame Productions"
2608,"Happy Madison Productions"
6370,"Quinta Communications"
3982,"Darkwoods Productions"
2441,Fandango
19598,"Art Cinema Corporation"
15266,"BBS Productions"
5040,"Morningside Productions"
16056,"William Cagney Productions"
5555,"Global Medien KG"
58331,"Franklin/Waterman Productions"
179,"The Magnolia Project"
5028,"CanWest Global Communications Corporationt"
5029,"Onegin Productions"
741,"Emotion Pictures"
19866,"Zeal Pictures"
6183,"AM/PM Entertainment"
6184,"Tribune Entertainment"
4541,"Raybert Productions"
14595,"Pando Company Inc."
14317,"Republic Pictures (I)"
14687,Remus
431,"Donners' Company"
2605,"Gran Via Productions"
679,"Timnick Films"
7449,"Clear Blue Sky Productions"
15130,"Urania Pictures S.r.l."
15131,"Titus Productions Ltd."
1403,"Franchise Pictures"
40542,"No Bones Productions"
14440,"Red Wagon Entertainment"
20375,"Hammerhead Productions"
23587,"Screenland Pictures"
13945,"Rastar Productions"
60832,Corona-General
14154,"Essex Productions"
2992,"Acrobat Productions"
2993,"Bright-Persky Associates"
734,"Producers Circle"
12240,"Galatea Film"
8794,"Refugee Films"
19422,"Cannon Entertainment"
19423,"Cinema Verity"
42347,"Segal-Tokofsky Productions Inc."
42348,"Edward Spector Productions Inc."
8779,"WW Production"
1048,"CCC Filmkunst GmbH"
1354,"Fénix Cooperativa Cinematográfica"
4785,"Tele-Cine Film- und Fernsehproduktion"
7269,"Poison L.P."
5721,"Phoenix Films"
7281,"British Film Institute (BFI)"
1549,"Opera Film Produzione"
28766,"Production Marcel Dassault"
68432,"Coproducción Italia-Francia"
11895,"Artificial Eye"
46043,"Allarts Enterprises"
3212,"Teshigahara Productions"
34772,"Fernando Colomo Producciones Cinematográficas S.L."
82482,"Películas Freneticas"
4079,"Angel Productions"
3968,"John Woolf Productions"
36359,"Billy Jack Enterprises"
36360,"Crystal Jukebox Film Corp."
10513,"Lobell/Bergman Productions"
27934,"Palm Pictures"
93483,"Coffee Stain Productions"
9980,"Fondo para la Producción Cinematográfica de Calidad (FOPROCINE)"
28553,"Maite Argüelles"
28554,"Coproducción México-Francia-España-Canadá-EEUU"
28555,"Fondo de Fomento a la Calidad Cinematográfica"
28556,"Springall Pictures"
28557,"José Pinto"
5175,"Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC)"
12917,"Atkinson/Knickerbocker Productions"
533,"Janus Films"
23236,Sandollar
77,"Milestone Productions"
11387,"Les Artistes Anonymes"
11264,"Bad Lt. Productions"
11342,"Brood Syndicate"
20088,"B.D.S. Productions Inc."
10289,"DMG Entertainment"
15292,"Quintet Productions"
8878,"MFF Feature Film Productions"
95596,"Snow Day Productions"
95597,"New Faction Pictures"
38550,"Guangxi Film Studio"
93115,"Bejing New Picture Distribution Company"
93116,"Film Productions Asia"
26347,"STS Productions Inc"
1309,"Rainforest Films"
27097,"TRF Productions"
4388,"Security Pictures"
4389,"Theodora Productions"
5017,"Mars Production Corporation"
16124,"Columbia British Productions"
67153,"Nora Ephron Productions"
51772,"Nine Yards Productions"
53013,"Rational Packaging Company"
53014,"Lansdown Films"
14109,"TAT Communications Company"
16466,"Producers Releasing Corporation (PRC)"
1315,"Charles Chaplin Productions"
5419,"Edgewood Productions"
3245,"First National Pictures"
3473,"William Goetz Productions"
19852,"Marcel Hellman Productions"
12552,"Marty Katz Productions"
8877,"Curtis Hanson Productions"
2108,"Battleplan Productions"
7799,"TF1 International"
37498,"Neverland Films"
1251,ARD
59348,"Plywood Productions"
3688,"Kennedy Miller"
12172,"Newton Productions"
12173,"NBI Productions"
1009,"Crown International Pictures"
1010,"Marimark Productions"
2595,"The Associates & Aldrich Company"
4166,"Howco Productions Inc."
12133,"Scimitar Productions"
19113,"Apollo Associates"
19114,"FAM Productions"
1584,"ITC Entertainment"
4784,Terra-Filmkunst
12782,"Rapid Film"
22384,"Rolling M. Productions"
12361,"Crow Productions"
4756,"Friedman-Lewis Productions"
4758,"Box Office Spectaculars"
13992,"Hemisphere Pictures"
40349,Glazier
19990,"Jacqueline Kay"
3638,"The Jacobson Company"
22103,"Red Horizon Productions"
353,"Kino Vision"
357,"Vía Digital"
3315,"Origen Producciones Cinematograficas S.A."
1953,"De Haven Productions"
612,"Artists Entertainment Complex"
1322,"C.V. Whitney Pictures"
16354,"Wolper Pictures"
8423,"Compagnia Cinematografica Mondiale (CCM)"
14035,"Cité Films"
18925,"Compagnie Internationale de Productions Cinématographiques (CIPRA)"
32793,"CST Telecommunications"
37663,"E & R Productions Corp."
37664,"Belafonte Enterprises"
45440,"Geechee Girls"
4864,"George Pal Productions"
1486,"Arnold Pressburger Films"
45970,"France 2 Cinéma"
58245,"Héritage Films"
5879,PRC
632,"British Lion Films"
523,"Camelot Productions"
524,"Canal Plus Group"
5253,"NBC Productions"
94714,"Vista Organisation, The"
601,"Blake Edwards Entertainment"
67867,"Children's Television Workshop (CTW)"
26373,"United British Artists (UBA)"
46410,"CBS Theatrical Films"
85945,britannic
2210,"K2 SA"
7466,"Radio Télévision Belge Francophone (RTBF)"
21990,"Office Fédéral de la Culture"
22587,"CAB Productions"
22722,K-Star
48772,"Hard Eight Pictures"
14276,"Cardinal Pictures (II)"
841,"Pathé Entertainment"
21854,"Star Partners III Ltd."
13298,"Oregon Film Factory"
13300,"Stage III Productions"
13282,"21st Century Film Corporation"
21335,"Death Wish 5 Productions"
17823,"Alive Films"
47030,"Koppelmann/Bandier-Carnegie Pictures"
47031,Capella
969,"Golden Harvest Pictures"
53677,"Clearwater Holdings Limited"
774,"Valkyrie Films"
65822,"Michael Mann Productions"
19465,"John Davis"
89439,"Friendly Productions"
37740,"Varahonar Company"
9233,"Woolner Brothers Pictures Inc."
41956,"Two Arts Ltd."
958,"Japan America Picture Company"
6407,"Blake Edwards"
3853,"Stampede Entertainment"
22820,"Rossen Films"
881,"Daiei Studios"
6091,"Atelier 41"
11458,"Julia Phillips and Michael Phillips Productions"
12355,"Vulcan Productions Inc."
4561,"Cohiba Pictures"
15117,"New Visions Pictures"
11482,"Cranium Films"
5078,"Danziger Productions Ltd."
22220,"Clarke-King Enterprises"
7729,"Granada Films"
13947,"Benmar Productions"
7751,Marimark
62377,"Swinson-Starkey Productions"
15058,"Casablanca Filmworks"
36859,"Capella Films"
77882,"Creative Unit of Writers & Cinema Workers"
77883,"Unit Four"
4988,"Frank Yablans Presentations"
4989,"Regina Associates"
11952,"Bigel / Mailer Films"
65402,"JLT Productions"
54043,"Munich Film Partners & Company (MFP) ROE Production"
45441,"Gaumont Production"
857,"Julian Blaustein Productions"
48490,"Chadwick Pictures Corporation"
1490,"Kintop Pictures"
19320,"Road Movies Filmproduktion"
60620,"Mystery Train"
2400,Unidis
10483,"Theatre Le Rex S.A."
81142,"Bachelor Party Productions"
81143,"Aspect Ratio Film"
81144,"Twin Continental"
14309,"CIP Filmproduktion GmbH"
21541,"Northstar International"
15231,"Muse Productions"
53666,"Triple Threat Talent"
10926,"Pacifica Film"
7151,"Assassin Films"
10380,"Nitrate Film"
96035,"Hawk's Nest Productions"
29305,"Kaleidoscope Films"
634,"ABC Pictures"
19754,"Associates & Aldrich Company, The"
4721,civilhand
172,"NPV Entertainment"
14562,"Le Groupe des Quatre"
11945,"Celebrated Productions"
46667,"American Twist"
65403,"IMF Internationale Medien und Film GmbH & Co. Produktions KG"
32803,"Wind Dancer Films"
11801,"Trigger Street Productions"
76,"Zentropa Entertainments"
639,"DR TV"
6086,"New Horizon Picture Corp."
20235,"New Horizons Picture"
5174,"Boom Pictures Inc."
3772,"Heron Communications"
68948,"Third Elm Street Venture"
68949,"Mega Entertainment"
1886,"DDM Film Corporation"
21904,"Mill Film"
21905,"C & L"
21906,Dawliz
2920,"Irish Screen"
2937,"Fruit Salad Films"
