,MedHouseVal
4362,2.302
4363,1.3
4364,1.299
4365,2.419
4366,1.597
4367,0.675
4368,2.646
4369,1.767
4370,1.882
4371,2.145
4372,1.297
4373,1.215
4374,2.664
4375,1.725
4376,1.887
4377,2.258
4378,1.622
4379,5.00001
4380,2.625
4381,1.424
4382,2.823
4383,0.837
4384,1.328
4385,5.00001
4386,5.00001
4387,2.295
4388,2.932
4389,2.084
4390,1.743
4391,1.0
4392,0.656
4393,1.388
4394,3.545
4395,1.452
4396,1.265
4397,3.0
4398,2.131
4399,2.197
4400,1.164
4401,0.675
4402,2.365
4403,4.065
4404,1.14
4405,0.919
4406,1.04
4407,3.97
4408,3.0
4409,0.932
4410,2.308
4411,2.071
4412,2.17
4413,2.382
4414,1.613
4415,1.364
4416,1.775
4417,2.415
4418,0.691
4419,4.481
4420,3.505
4421,0.652
4422,5.00001
4423,2.355
4424,1.688
4425,2.43
4426,1.098
4427,3.369
4428,1.306
4429,1.68
4430,1.16
4431,1.06
4432,3.206
4433,2.417
4434,2.307
4435,1.363
4436,0.799
4437,2.861
4438,2.054
4439,1.503
4440,0.488
4441,5.00001
4442,3.204
4443,1.763
4444,1.429
4445,1.639
4446,2.206
4447,0.735
4448,3.761
4449,1.446
4450,2.056
4451,2.724
4452,4.885
4453,1.465
4454,2.125
4455,1.167
4456,2.438
4457,2.192
4458,1.601
4459,2.375
4460,0.883
4461,0.928
4462,1.176
4463,1.554
4464,2.234
4465,1.365
4466,1.741
4467,1.958
4468,1.79
4469,2.807
4470,1.542
4471,0.756
4472,2.61
4473,2.171
4474,1.125
4475,1.571
4476,3.628
4477,1.182
4478,2.002
4479,1.852
4480,1.625
4481,2.113
4482,1.25
4483,3.242
4484,1.48
4485,1.581
4486,0.831
4487,2.328
4488,0.956
4489,1.669
4490,1.705
4491,1.233
4492,2.166
4493,1.224
4494,3.445
4495,2.413
4496,1.69
4497,1.479
4498,2.25
4499,1.352
4500,5.00001
4501,0.938
4502,1.429
4503,0.576
4504,5.00001
4505,5.00001
4506,1.037
4507,3.024
4508,1.71
4509,2.694
4510,0.832
4511,1.2
4512,1.073
4513,1.161
4514,0.922
4515,2.402
4516,2.047
4517,2.447
4518,1.989
4519,2.122
4520,2.271
4521,2.885
4522,1.967
4523,4.5
4524,0.658
4525,3.105
4526,1.125
4527,2.239
4528,0.832
4529,1.625
4530,4.5
4531,3.5
4532,1.714
4533,1.611
4534,5.00001
4535,3.268
4536,3.649
4537,1.33
4538,3.559
4539,2.486
4540,1.816
4541,1.401
4542,5.00001
4543,0.875
4544,1.304
4545,2.23
4546,3.5
4547,1.576
4548,1.105
4549,2.508
4550,1.404
4551,0.606
4552,0.69
4553,2.451
4554,2.534
4555,3.089
4556,0.94
4557,1.713
4558,5.00001
4559,2.027
4560,1.568
4561,1.739
4562,1.475
4563,0.675
4564,1.924
4565,4.381
4566,0.683
4567,2.404
4568,0.953
4569,1.44
4570,1.294
4571,3.768
4572,0.903
4573,0.696
4574,2.613
4575,1.601
4576,1.74
4577,3.824
4578,3.833
4579,1.647
4580,1.862
4581,1.351
4582,0.965
4583,1.058
4584,3.335
4585,1.125
4586,1.813
4587,1.82
4588,2.304
4589,1.806
4590,2.65
4591,0.938
4592,0.666
4593,1.712
4594,1.649
4595,0.483
4596,0.963
4597,3.328
4598,1.32
4599,2.242
4600,1.991
4601,0.75
4602,1.329
4603,1.091
4604,2.122
4605,1.688
4606,1.938
4607,1.375
4608,2.746
4609,2.167
4610,3.644
4611,2.633
4612,1.083
4613,2.5
4614,0.958
4615,1.714
4616,1.655
4617,2.273
4618,1.5
4619,2.484
4620,1.25
4621,1.154
4622,1.565
4623,3.962
4624,5.00001
4625,4.504
4626,1.511
4627,3.5
4628,3.719
4629,4.538
4630,2.187
4631,5.00001
4632,3.623
4633,0.714
4634,1.155
4635,1.319
4636,1.591
4637,5.00001
4638,1.597
4639,2.933
4640,2.61
4641,1.631
4642,1.536
4643,5.00001
4644,2.446
4645,2.885
4646,0.875
4647,2.955
4648,4.047
4649,0.729
4650,1.758
4651,0.925
4652,2.773
4653,2.484
4654,1.31
4655,1.194
4656,2.26
4657,2.688
4658,1.8
4659,2.268
4660,0.946
4661,3.455
4662,1.094
4663,1.438
4664,3.671
4665,0.789
4666,3.66
4667,0.904
4668,0.984
4669,2.603
4670,0.741
4671,2.17
4672,3.964
4673,1.31
4674,1.393
4675,1.851
4676,1.591
4677,0.888
4678,1.523
4679,2.655
4680,1.691
4681,4.125
4682,0.731
4683,2.523
4684,1.137
4685,1.853
4686,1.466
4687,1.23
4688,3.305
4689,0.659
4690,1.609
4691,4.544
4692,2.894
4693,1.515
4694,2.823
4695,1.62
4696,5.00001
4697,0.367
4698,1.216
4699,1.192
4700,1.557
4701,1.81
4702,1.304
4703,1.901
4704,0.555
4705,3.056
4706,3.537
4707,0.45
4708,0.926
4709,1.854
4710,3.949
4711,1.375
4712,0.637
4713,1.25
4714,1.621
4715,1.16
4716,0.974
4717,1.872
4718,1.786
4719,5.00001
4720,0.685
4721,0.889
4722,3.674
4723,0.899
4724,1.775
4725,0.698
4726,1.702
4727,1.745
4728,1.809
4729,3.202
4730,1.375
4731,1.583
4732,1.569
4733,1.438
4734,2.229
4735,1.792
4736,1.746
4737,1.3
4738,0.726
4739,0.6
4740,2.67
4741,0.725
4742,1.834
4743,2.613
4744,3.196
4745,3.156
4746,1.105
4747,4.228
4748,1.229
4749,2.575
4750,1.561
4751,0.594
4752,2.836
4753,2.241
4754,1.397
4755,2.624
4756,0.926
4757,0.982
4758,1.348
4759,0.817
4760,0.645
4761,2.641
4762,1.5
4763,5.0
4764,2.671
4765,1.625
4766,2.42
4767,0.535
4768,1.265
4769,1.742
4770,1.167
4771,3.5
4772,2.158
4773,1.625
4774,5.00001
4775,0.876
4776,3.691
4777,2.117
4778,3.25
4779,0.928
4780,3.342
4781,1.807
4782,0.968
4783,0.613
4784,0.823
4785,1.293
4786,4.153
4787,2.13
4788,2.353
4789,1.375
4790,1.58
4791,0.62
4792,0.669
4793,4.025
4794,2.38
4795,3.308
4796,2.081
4797,1.055
4798,1.241
4799,2.656
4800,1.611
4801,2.041
4802,1.076
4803,0.792
4804,1.568
4805,1.591
4806,5.00001
4807,2.448
4808,2.177
4809,2.625
4810,1.589
4811,2.728
4812,0.621
4813,1.787
4814,1.008
4815,0.875
4816,3.75
4817,1.068
4818,1.467
4819,2.713
4820,1.705
4821,1.33
4822,2.515
4823,2.148
4824,1.375
4825,2.316
4826,4.29
4827,3.307
4828,3.228
4829,0.992
4830,1.804
4831,1.868
4832,2.692
4833,3.247
4834,1.625
4835,2.183
4836,3.063
4837,1.614
4838,0.919
4839,1.375
4840,0.802
4841,1.51
4842,1.538
4843,1.607
4844,2.563
4845,0.972
4846,1.899
4847,2.862
4848,0.608
4849,0.555
4850,1.713
4851,2.785
4852,0.745
4853,3.124
4854,2.802
4855,2.4
4856,0.842
4857,1.713
4858,2.697
4859,5.00001
4860,1.266
4861,2.997
4862,2.246
4863,1.684
4864,1.775
4865,1.5
4866,1.875
4867,1.006
4868,0.557
4869,0.687
4870,1.104
4871,3.45
4872,0.786
4873,2.662
4874,5.00001
4875,1.528
4876,2.25
4877,1.865
4878,0.675
4879,1.577
4880,2.225
4881,1.528
4882,2.477
4883,1.969
4884,2.672
4885,1.434
4886,2.581
4887,2.238
4888,1.563
4889,1.348
4890,3.781
4891,1.732
4892,3.768
4893,5.00001
4894,2.119
4895,1.772
4896,1.667
4897,1.758
4898,0.576
4899,1.582
4900,2.167
4901,0.734
4902,4.468
4903,1.716
4904,1.144
4905,2.637
4906,3.646
4907,2.138
4908,1.23
4909,1.572
4910,0.983
4911,2.697
4912,1.327
4913,4.421
4914,1.1
4915,1.425
4916,1.953
4917,2.448
4918,2.486
4919,1.021
4920,3.578
4921,0.938
4922,0.6
4923,5.00001
4924,0.869
4925,4.467
4926,2.294
4927,2.23
4928,1.463
4929,3.404
4930,5.00001
4931,2.188
4932,1.43
4933,1.188
4934,0.873
4935,3.613
4936,2.07
4937,1.431
4938,3.247
4939,1.694
4940,2.275
4941,0.582
4942,2.652
4943,1.297
4944,0.854
4945,1.567
4946,2.188
4947,5.00001
4948,1.267
4949,2.156
4950,0.669
4951,1.17
4952,1.998
4953,2.085
4954,1.317
4955,4.175
4956,1.112
4957,1.834
4958,3.5
4959,1.034
4960,2.711
4961,2.77
4962,0.41
4963,1.325
4964,0.521
4965,2.037
4966,1.591
4967,4.318
4968,3.306
4969,1.634
4970,3.25
4971,1.426
4972,1.821
4973,1.546
4974,2.355
4975,1.565
4976,1.05
4977,0.687
4978,0.955
4979,5.00001
4980,0.577
4981,2.288
4982,2.224
4983,1.911
4984,1.397
4985,1.833
4986,1.985
4987,1.976
4988,1.547
4989,3.193
4990,0.902
4991,1.763
4992,0.88
4993,1.305
4994,1.862
4995,1.565
4996,2.213
4997,0.877
4998,0.878
4999,2.458
5000,2.281
5001,1.825
5002,3.984
5003,0.711
5004,2.554
5005,0.996
5006,2.171
5007,1.568
5008,3.24
5009,1.201
5010,1.262
5011,0.943
5012,3.359
5013,5.00001
5014,2.711
5015,0.875
5016,4.374
5017,2.018
5018,1.283
5019,0.73
5020,2.587
5021,1.839
5022,0.804
5023,2.271
5024,1.738
5025,3.318
5026,0.774
5027,1.064
5028,1.135
5029,2.578
5030,0.517
5031,2.581
5032,2.692
5033,0.994
5034,4.411
5035,1.86
5036,5.00001
5037,2.896
5038,0.616
5039,2.12
5040,0.606
5041,1.55
5042,2.684
5043,1.861
5044,0.325
5045,3.31
5046,1.531
5047,1.601
5048,1.139
5049,2.271
5050,3.597
5051,2.0
5052,4.108
5053,1.75
5054,0.947
5055,2.307
5056,0.665
5057,4.224
5058,0.962
5059,1.643
5060,1.347
5061,1.875
5062,0.513
5063,4.445
5064,3.223
5065,1.651
5066,2.451
5067,1.125
5068,3.0
5069,2.375
5070,1.014
5071,0.75
5072,4.68
5073,1.063
5074,1.926
5075,2.455
5076,0.746
5077,2.702
5078,2.281
5079,5.00001
5080,2.375
5081,0.425
5082,1.847
5083,2.69
5084,1.896
5085,1.417
5086,0.929
5087,1.839
5088,3.622
5089,2.455
5090,3.388
5091,2.575
5092,3.83
5093,1.596
5094,2.017
5095,2.386
5096,2.37
5097,4.178
5098,4.808
5099,0.924
5100,1.214
5101,0.741
5102,1.198
5103,0.924
5104,2.147
5105,1.292
5106,0.913
5107,2.909
5108,3.5
5109,1.269
5110,0.9
5111,2.77
5112,1.214
5113,1.563
5114,0.5
5115,5.00001
5116,2.929
5117,0.469
5118,5.00001
5119,1.971
5120,5.00001
5121,2.153
5122,0.595
5123,0.574
5124,2.055
5125,2.948
5126,0.814
5127,1.221
5128,1.031
5129,0.985
5130,1.781
5131,0.8
5132,1.569
5133,0.366
5134,1.974
5135,3.393
5136,2.125
5137,3.31
5138,1.98
5139,0.475
5140,1.375
5141,2.519
5142,1.753
5143,4.572
5144,1.518
5145,2.56
5146,3.424
5147,1.368
5148,1.033
5149,1.904
5150,1.151
5151,1.808
5152,1.346
5153,2.264
5154,1.799
5155,0.691
5156,0.884
5157,5.00001
5158,0.603
5159,0.852
5160,5.00001
5161,2.189
5162,2.593
5163,1.375
5164,1.298
5165,1.675
5166,1.696
5167,1.468
5168,4.925
5169,3.5
5170,1.786
5171,1.706
5172,1.229
5173,3.05
5174,1.875
5175,1.496
5176,2.328
5177,5.00001
5178,1.1
5179,0.761
5180,1.094
5181,1.142
5182,0.873
5183,2.875
5184,1.414
5185,2.223
5186,1.787
5187,0.875
5188,0.735
5189,1.269
5190,3.302
5191,1.102
5192,0.661
5193,1.878
5194,2.603
5195,0.722
5196,1.394
5197,1.732
5198,1.156
5199,1.75
5200,2.776
5201,0.919
5202,0.888
5203,1.237
5204,1.625
5205,1.407
5206,0.594
5207,2.583
5208,0.55
5209,4.25
5210,1.577
5211,1.147
5212,3.309
5213,5.00001
5214,3.0
5215,2.088
5216,1.279
5217,1.845
5218,0.539
5219,4.735
5220,0.855
5221,3.067
5222,2.993
5223,3.187
5224,5.00001
5225,4.325
5226,2.063
5227,1.911
5228,1.083
5229,1.875
5230,2.33
5231,2.847
5232,1.688
5233,2.393
5234,2.267
5235,1.86
5236,0.992
5237,0.682
5238,1.456
5239,1.782
5240,1.891
5241,2.447
5242,2.263
5243,0.75
5244,3.815
5245,1.53
5246,1.384
5247,2.008
5248,0.949
5249,0.872
5250,0.605
5251,1.971
5252,3.5
5253,1.34
5254,1.96
5255,0.831
5256,1.646
5257,1.753
5258,2.393
5259,0.885
5260,1.69
5261,1.804
5262,2.539
5263,2.266
5264,1.599
5265,1.809
5266,1.871
5267,2.494
5268,1.809
5269,5.00001
5270,5.0
5271,5.00001
5272,2.649
5273,2.25
5274,0.702
5275,1.625
5276,3.567
5277,0.941
5278,3.809
5279,3.462
5280,2.418
5281,1.542
5282,2.57
5283,2.674
5284,1.934
5285,1.469
5286,1.625
5287,2.734
5288,0.713
5289,0.827
5290,0.905
5291,1.225
5292,4.889
5293,4.302
5294,5.00001
5295,0.972
5296,3.413
5297,2.642
5298,0.928
5299,3.442
5300,2.402
5301,0.844
5302,1.32
5303,1.648
5304,5.00001
5305,1.656
5306,2.25
5307,1.484
5308,0.711
5309,0.881
5310,0.702
5311,1.538
5312,0.528
5313,2.028
5314,1.763
5315,1.335
5316,2.336
5317,4.43
5318,1.181
5319,1.773
5320,1.587
5321,1.065
5322,2.513
5323,1.422
5324,5.00001
5325,1.67
5326,1.896
5327,2.195
5328,2.409
5329,2.444
5330,2.641
5331,1.813
5332,1.336
5333,1.848
5334,3.184
5335,1.292
5336,5.00001
5337,0.565
5338,5.00001
5339,1.41
5340,0.714
5341,5.0
5342,1.063
5343,0.549
5344,1.821
5345,1.688
5346,2.865
5347,2.775
5348,3.203
5349,1.442
5350,1.875
5351,0.618
5352,1.507
5353,2.645
5354,1.628
5355,0.94
5356,3.298
5357,3.131
5358,1.173
5359,1.643
5360,2.677
5361,4.251
5362,3.5
5363,2.348
5364,2.348
5365,1.49
5366,1.811
5367,0.784
5368,0.847
5369,2.142
5370,1.06
5371,4.277
5372,3.941
5373,0.602
5374,1.316
5375,1.559
5376,0.807
5377,1.828
5378,5.00001
5379,2.911
5380,0.977
5381,2.216
5382,1.91
5383,1.931
5384,1.798
5385,2.086
5386,0.855
5387,1.972
5388,0.594
5389,1.313
5390,1.944
5391,4.389
5392,1.463
5393,2.211
5394,2.637
5395,0.761
5396,0.955
5397,1.188
5398,2.287
5399,1.225
5400,5.00001
5401,1.875
5402,1.856
5403,2.199
5404,1.476
5405,1.557
5406,3.318
5407,1.5
5408,1.905
5409,0.844
5410,2.391
5411,1.791
5412,1.909
5413,3.457
5414,1.966
5415,1.403
5416,1.063
5417,1.364
5418,1.625
5419,0.822
5420,1.013
5421,4.806
5422,2.333
5423,0.456
5424,2.213
5425,1.581
5426,3.478
5427,0.956
5428,1.81
5429,2.873
5430,1.582
5431,0.942
5432,2.637
5433,3.543
5434,2.63
5435,0.99
5436,0.882
5437,1.505
5438,1.188
5439,3.344
5440,1.596
5441,1.984
5442,3.769
5443,2.228
5444,1.771
5445,0.602
5446,0.689
5447,0.633
5448,5.00001
5449,1.856
5450,1.417
5451,4.438
5452,0.544
5453,1.62
5454,0.6
5455,1.25
5456,1.475
5457,1.375
5458,2.614
5459,3.5
5460,1.911
5461,3.31
5462,1.694
5463,1.188
5464,3.915
5465,1.948
5466,2.25
5467,1.689
5468,0.858
5469,0.723
5470,2.647
5471,1.521
5472,1.97
5473,0.875
5474,2.306
5475,1.563
5476,5.00001
5477,1.629
5478,2.54
5479,1.08
5480,4.025
5481,1.549
5482,1.714
5483,1.833
5484,2.638
5485,5.00001
5486,1.669
5487,1.888
5488,2.619
5489,2.31
5490,0.332
5491,1.875
5492,2.458
5493,1.676
5494,1.125
5495,0.788
5496,2.263
5497,1.244
5498,1.375
5499,2.799
5500,0.864
5501,0.9
5502,3.559
5503,1.125
5504,2.292
5505,2.219
5506,3.563
5507,1.287
5508,1.621
5509,1.802
5510,3.306
5511,1.814
5512,3.717
5513,2.75
5514,1.089
5515,2.051
5516,1.898
5517,2.713
5518,1.686
5519,1.16
5520,1.431
5521,3.911
5522,2.75
5523,1.375
5524,2.72
5525,1.031
5526,2.465
5527,2.125
5528,1.478
5529,0.841
5530,1.09
5531,3.409
5532,1.597
5533,1.188
5534,2.399
5535,1.83
5536,1.628
5537,3.01
5538,3.75
5539,1.214
5540,2.369
5541,2.746
5542,2.28
5543,2.921
5544,2.458
5545,2.482
5546,1.286
5547,1.955
5548,2.831
5549,0.895
5550,2.479
5551,1.188
5552,1.307
5553,2.887
5554,1.797
5555,3.989
5556,1.143
5557,1.654
5558,2.282
5559,0.733
5560,2.23
5561,1.217
5562,0.969
5563,4.815
5564,1.554
5565,0.912
5566,1.125
5567,2.326
5568,0.924
5569,1.2
5570,2.76
5571,1.613
5572,2.616
5573,1.542
5574,1.034
5575,1.35
5576,1.463
5577,1.994
5578,1.938
5579,2.227
5580,2.25
5581,5.00001
5582,4.6
5583,2.628
5584,3.8
5585,2.1
5586,1.048
5587,1.275
5588,4.854
5589,1.25
5590,1.987
5591,1.775
5592,2.556
5593,1.358
5594,2.125
5595,3.502
5596,1.063
5597,5.00001
5598,4.612
5599,1.522
5600,2.131
5601,1.125
5602,1.283
5603,4.188
5604,2.313
5605,5.0
5606,3.335
5607,1.543
5608,0.929
5609,1.268
5610,1.698
5611,1.292
5612,1.883
5613,1.765
5614,3.44
5615,1.417
5616,2.346
5617,1.713
5618,1.125
5619,1.207
5620,2.574
5621,3.981
5622,4.869
5623,3.609
5624,5.00001
5625,0.847
5626,1.389
5627,0.588
5628,4.0
5629,1.864
5630,3.726
5631,1.557
5632,2.621
5633,2.676
5634,1.237
5635,2.362
5636,2.852
5637,1.99
5638,1.515
5639,1.605
5640,0.934
5641,0.58
5642,2.161
5643,4.699
5644,1.725
5645,2.598
5646,2.603
5647,1.329
5648,2.975
5649,0.559
5650,2.045
5651,1.252
5652,4.521
5653,0.58
5654,2.64
5655,2.84
5656,0.622
5657,0.975
5658,0.772
5659,3.938
5660,3.944
5661,2.917
5662,3.506
5663,0.836
5664,5.00001
5665,2.25
5666,1.686
5667,1.733
5668,1.161
5669,0.619
5670,2.38
5671,1.703
5672,2.173
5673,2.237
5674,2.787
5675,3.5
5676,2.0
5677,3.9
5678,1.058
5679,2.809
5680,1.276
5681,2.257
5682,1.56
5683,1.109
5684,0.819
5685,1.198
5686,1.693
5687,2.49
5688,3.391
5689,3.133
5690,1.836
5691,3.346
5692,2.314
5693,3.297
5694,1.39
5695,4.147
5696,4.409
5697,0.934
5698,1.957
5699,2.75
5700,2.104
5701,1.573
5702,1.531
5703,3.074
5704,1.331
5705,4.636
5706,2.896
5707,0.689
5708,1.61
5709,1.942
5710,2.205
5711,0.969
5712,1.637
5713,1.069
5714,1.828
5715,1.546
5716,1.391
5717,3.346
5718,1.142
5719,4.743
5720,1.183
5721,1.675
5722,1.904
5723,2.556
5724,1.469
5725,1.722
5726,2.984
5727,0.719
5728,0.515
5729,1.837
5730,2.113
5731,1.688
5732,0.718
5733,2.533
5734,1.17
5735,1.156
5736,1.301
5737,1.382
5738,1.781
5739,0.417
5740,2.75
5741,2.861
5742,0.947
5743,2.063
5744,1.534
5745,1.289
5746,2.433
5747,2.568
5748,0.924
5749,1.397
5750,1.428
5751,2.667
5752,1.716
5753,1.042
5754,0.67
5755,1.755
5756,2.017
5757,1.125
5758,1.668
5759,1.962
5760,1.08
5761,2.002
5762,2.727
5763,1.524
5764,3.553
5765,3.071
5766,1.042
5767,3.353
5768,4.964
5769,0.647
5770,0.658
5771,2.76
5772,1.137
5773,0.596
5774,1.854
5775,2.977
5776,1.202
5777,2.438
5778,0.73
5779,3.734
5780,3.735
5781,1.778
5782,1.188
5783,1.894
5784,0.979
5785,4.747
5786,2.013
5787,2.196
5788,2.173
5789,1.07
5790,1.235
5791,2.802
5792,1.339
5793,2.8
5794,1.693
5795,2.21
5796,1.179
5797,1.049
5798,1.327
5799,2.656
5800,2.143
5801,2.383
5802,2.722
5803,4.303
5804,0.944
5805,1.189
5806,1.504
5807,5.00001
5808,1.292
5809,0.927
5810,0.623
5811,0.561
5812,1.554
5813,2.277
5814,2.417
5815,0.615
5816,2.683
5817,5.00001
5818,1.496
5819,2.622
5820,3.742
5821,1.854
5822,1.865
5823,3.477
5824,2.636
5825,2.36
5826,1.063
5827,0.7
5828,1.426
5829,0.947
5830,1.578
5831,1.501
5832,1.046
5833,0.983
5834,5.00001
5835,3.0
5836,1.812
5837,1.467
5838,2.586
5839,1.538
5840,0.828
5841,1.563
5842,0.89
5843,1.284
5844,1.833
5845,1.02
5846,0.78
5847,1.083
5848,0.934
5849,1.1
5850,5.00001
5851,0.603
5852,1.882
5853,2.625
5854,2.407
5855,1.66
5856,0.517
5857,3.478
5858,4.688
5859,0.903
5860,4.273
5861,2.205
5862,2.833
5863,0.765
5864,1.917
5865,2.75
5866,2.756
5867,4.74
5868,1.179
5869,2.252
5870,3.169
5871,2.017
5872,0.789
5873,2.326
5874,1.761
5875,3.56
5876,2.312
5877,0.533
5878,1.655
5879,1.173
5880,2.141
5881,1.58
5882,1.793
5883,5.00001
5884,0.907
5885,2.11
5886,4.348
5887,2.257
5888,1.585
5889,2.665
5890,1.361
5891,1.945
5892,1.55
5893,1.614
5894,4.75
5895,0.635
5896,1.924
5897,1.264
5898,2.263
5899,1.505
5900,1.009
5901,1.659
5902,2.929
5903,1.708
5904,5.00001
5905,2.7
5906,0.697
5907,2.364
5908,1.0
5909,5.00001
5910,1.822
5911,1.844
5912,1.354
5913,1.651
5914,2.593
5915,1.479
5916,1.636
5917,1.938
5918,2.234
5919,1.233
5920,1.693
5921,5.00001
5922,1.625
5923,4.201
5924,5.00001
5925,0.675
5926,1.227
5927,1.601
5928,2.171
5929,0.713
5930,1.528
5931,2.063
5932,2.811
5933,1.895
5934,3.25
5935,1.281
5936,1.468
5937,3.389
5938,3.861
5939,2.105
5940,2.742
5941,1.182
5942,1.901
5943,3.723
5944,0.675
5945,2.148
5946,0.493
5947,2.291
5948,3.039
5949,2.179
5950,2.426
5951,1.753
5952,1.985
5953,1.821
5954,5.00001
5955,1.631
5956,3.772
5957,1.617
5958,1.567
5959,1.256
5960,5.00001
5961,1.953
5962,1.55
5963,0.462
5964,1.91
5965,1.725
5966,0.878
5967,1.654
5968,5.00001
5969,1.281
5970,2.0
5971,0.917
5972,2.081
5973,2.599
5974,2.676
5975,0.828
5976,2.88
5977,3.5
5978,2.494
5979,2.264
5980,1.266
5981,2.184
5982,0.932
5983,4.091
5984,1.156
5985,1.952
5986,3.194
5987,2.65
5988,0.503
5989,4.477
5990,3.97
5991,1.036
5992,1.813
5993,2.786
5994,2.025
5995,0.798
5996,2.777
5997,1.475
5998,1.057
5999,2.397
6000,1.521
6001,1.734
6002,2.706
6003,1.607
6004,1.083
6005,2.552
6006,1.0
6007,1.75
6008,0.774
6009,4.35
6010,1.161
6011,0.669
6012,1.399
6013,5.00001
6014,1.658
6015,1.872
6016,1.929
6017,1.873
6018,1.861
6019,1.75
6020,1.603
6021,1.699
6022,2.82
6023,1.479
6024,1.65
6025,0.701
6026,3.15
6027,1.692
6028,0.893
6029,2.815
6030,1.452
6031,1.152
6032,1.0
6033,1.531
6034,0.701
6035,2.2
6036,1.552
6037,2.649
6038,4.269
6039,0.964
6040,1.981
6041,0.875
6042,2.605
6043,1.083
6044,0.811
6045,0.888
6046,1.926
6047,1.832
6048,1.219
6049,2.314
6050,1.24
6051,1.699
6052,1.875
6053,0.683
6054,3.788
6055,1.625
6056,1.063
6057,2.333
6058,1.372
6059,0.985
6060,0.679
6061,2.219
6062,2.66
6063,1.816
6064,1.791
6065,0.93
6066,1.555
6067,0.745
6068,0.951
6069,1.375
6070,3.974
6071,3.413
6072,0.633
6073,0.616
6074,2.849
6075,2.75
6076,1.688
6077,3.041
6078,0.863
6079,1.373
6080,2.436
6081,2.053
6082,1.986
6083,1.74
6084,2.881
6085,1.833
6086,1.243
6087,3.221
6088,2.0
6089,1.223
6090,2.014
6091,0.701
6092,1.627
6093,2.819
6094,1.333
6095,1.117
6096,0.448
6097,1.976
6098,1.858
6099,2.647
6100,1.778
6101,2.944
6102,1.594
6103,0.584
6104,2.254
6105,5.00001
6106,1.513
6107,2.889
6108,3.688
6109,0.708
6110,5.00001
6111,2.3
6112,3.081
6113,1.565
6114,3.271
6115,3.422
6116,2.821
6117,0.712
6118,0.73
6119,2.625
6120,2.241
6121,0.886
6122,2.359
6123,3.368
6124,4.528
6125,1.0
6126,1.697
6127,2.312
6128,1.611
6129,0.911
6130,1.707
6131,1.499
6132,3.627
6133,1.654
6134,1.906
6135,0.618
6136,1.067
6137,0.804
6138,1.879
6139,1.109
6140,1.648
6141,1.254
6142,0.584
6143,2.994
6144,3.4
6145,3.365
6146,0.566
6147,2.547
6148,3.252
6149,1.083
6150,0.894
6151,1.132
6152,1.281
6153,0.733
6154,1.655
6155,4.328
6156,1.875
6157,0.973
6158,2.478
6159,1.75
6160,1.609
6161,2.16
6162,5.00001
6163,1.769
6164,2.647
6165,1.849
6166,0.609
6167,2.646
6168,1.612
6169,2.75
6170,2.104
6171,1.783
6172,1.741
6173,0.94
6174,1.24
6175,3.543
6176,1.415
6177,1.452
6178,0.606
6179,0.906
6180,0.73
6181,0.505
6182,1.851
6183,0.772
6184,1.513
6185,1.658
6186,1.28
6187,1.643
6188,0.722
6189,0.982
6190,5.00001
6191,0.554
6192,0.833
6193,1.367
6194,1.578
6195,2.712
6196,0.5
6197,0.536
6198,4.73
6199,2.686
6200,3.621
6201,2.991
6202,0.78
6203,1.884
6204,2.656
6205,5.00001
6206,0.946
6207,1.733
6208,2.233
6209,2.75
6210,3.687
6211,5.00001
6212,0.668
6213,2.1
6214,3.636
6215,3.186
6216,5.00001
6217,1.875
6218,1.563
6219,2.78
6220,2.356
6221,0.953
6222,1.509
6223,2.092
6224,1.477
6225,1.644
6226,0.683
6227,2.081
6228,3.2
6229,1.335
6230,2.663
6231,1.856
6232,1.672
6233,1.806
6234,1.112
6235,1.641
6236,3.572
6237,2.038
6238,2.082
6239,1.803
6240,2.549
6241,2.291
6242,0.925
6243,0.762
6244,0.777
6245,1.567
6246,3.207
6247,1.013
6248,1.605
6249,1.499
6250,1.538
6251,1.385
6252,1.109
6253,1.635
6254,1.339
6255,4.5
6256,1.169
6257,2.524
6258,1.83
6259,1.195
6260,0.913
6261,2.088
6262,2.489
6263,0.632
6264,0.735
6265,0.903
6266,3.515
6267,1.878
6268,3.483
6269,1.908
6270,1.338
6271,2.508
6272,1.0
6273,1.045
6274,4.023
6275,1.353
6276,2.465
6277,1.914
6278,5.00001
6279,1.457
6280,4.572
6281,2.272
6282,0.938
6283,1.609
6284,0.707
6285,1.75
6286,1.199
6287,2.476
6288,1.821
6289,2.698
6290,1.797
6291,2.317
6292,1.125
6293,1.1
6294,1.677
6295,5.00001
6296,2.0
6297,0.975
6298,2.393
6299,3.07
6300,1.547
6301,1.334
6302,1.169
6303,0.733
6304,1.718
6305,0.973
6306,2.148
6307,2.166
6308,4.436
6309,1.875
6310,1.238
6311,1.113
6312,5.00001
6313,3.479
6314,2.024
6315,2.347
6316,3.058
6317,1.482
6318,3.277
6319,2.188
6320,2.793
6321,3.491
6322,1.136
6323,5.00001
6324,1.452
6325,1.023
6326,1.731
6327,2.478
6328,1.696
6329,2.964
6330,1.517
6331,1.438
6332,1.854
6333,2.154
6334,0.485
6335,1.65
6336,2.292
6337,0.875
6338,0.862
6339,1.617
6340,1.708
6341,3.115
6342,0.421
6343,3.039
6344,1.026
6345,1.608
6346,1.079
6347,1.557
6348,1.505
